302161645109211908-252,248
3082694490217328470-14,249
4035437052464820858-19,250
4568001426499307992-627,251
459823675534167954-920,252
4647364270283594032-140,253
4759758930172230903-180,254
5078785136641859286-275,255
5248595679554972594-9,256
5432732180352761804-121,257
5906261339879073839-1,258
5996986184620418555-65,259
6063501286491926959-1,260
6187808948751125139-461,261
6252696803570800493-58,262
6268021989900158285-42,263
691534640047445582-21,264
7961421599218985730-266,265
8153571692925291885-18,266
8177412893198950705-12,267
8873094524530438285-249,268
8877939818871242814-73,269
9145916739884499263-1,270
9158530010855922840-21,271
2716877741732786300-561,272
310146603629147841-91,273
3877788302188560213-2,274
4193193941444413848-1,275
4430140659990175131-297,276
4623879041250430783-3,277
5399440720585054274-2,278
5417672616269305847-13,279
5452559360005697742-153,280
6069729044959449295-499,281
6250636413221604602-274,282
6623850800434037691-24,283
6730320613078105877-289,284
6752027102955040455-122,285
7474294397164397622-224,286
7527802345250157828-511,287
7770826777590902405-155,288
8400683229023628806-67,289
8580428228863005441-3,290
8897426819938059385-2,291
994443659640409186-48,292
1577596722597317769-16,293
1584575640740035611-48,294
1597443431449760861-490,295
1967045652401083560-557,296
2092125712886424205-17,297
2447099842231271437-4,298
2643832318154321603-215,299
2658245901947202766-95,300
2934780871616648999-320,301
3103013293327717779-1,302
3146924386126335485-12,303
3327927287370939538-21,304
3767678019431593124-35,305
3858345715345474994-63,306
4013460387684020435-470,307
4086023512254724783-91,308
4279498264125751133-1,309
4296174758797872983-380,310
4343469731809971867-24,311
4543066555804137114-59,312
4743783270997749000-40,313
4900364782086703071-1,314
5110600970131627739-1088,315
5304720233349605133-77,316
538531506736165972-2,317
5557522433652760860-107,318
560442995402811869-156,319
5663624734518897827-1,320
5682332400873340390-107,321
5854402972738919274-5,322
6468016072609249376-9,323
6990973085726015646-223,324
7826528586416928977-38,325
8013503953217573412-39,326
8112648411302092671-1138,327
8151786275053986175-31,328
8387426181130390463-20,329
8507496832299577278-243,330
8887626061062160860-1,331
8939814410529448141-19,332
9017003859134718065-8,333
1232761224410299561-29,334
1437133120026297547-1,335
1764725801990637691-15,336
1914839869681379230-1,337
2463992154763858860-15,338
2932091041104075389-1,339
3208747691565400491-2,340
3351270456069194671-421,341
3583379061530761689-1,342
3741019878991142421-15,343
3991808469724104704-9,344
4016913253662546995-3,345
4035356543288927325-13,346
4649574988690172379-302,347
4811456278814652062-597,348
49398305871991921-58,349
5181566710543417517-7,350
5331465553121485212-29,351
5760893292662652015-4,352
6266073139838288528-629,353
6429652402531130906-5,354
6460274394070361437-1,355
6731080929701280722-243,356
7106971425165428969-84,357
7310941878778413441-1,358
7363748913999578554-1,359
7947665841183793498-212,360
8180241266621758729-47,361
827438516366423038-7,362
8518460105708639529-5,363
8601263308452199633-684,364
9120885429965220665-1,365
9124849993923263024-560,366
930285524046449335-981,367
1334375129665112086-6,368
1598516309944644002-295,369
1719732725319539005-74,370
2068276627143205084-1,371
2072725045023353051-67,372
2126841525584727453-76,373
22153408438666425-2,374
2717518065577082849-347,375
2927066161296003528-2,376
3233063524280625782-594,377
3302446135462411918-4,378
3496004785072979087-596,379
3565739124015702640-292,380
4015387612557953064-3,381
4124356572140744416-200,382
4133963645109229593-644,383
4350075112353777182-1,384
4374589402696779824-85,385
4665026249580459967-1,386
472403986971479873-3,387
4973472602943658175-67,388
5121234995673429110-15,389
5335507061513656816-4,390
5377327201016698604-47,391
5750053907603222891-41,392
6112960227249275868-393,393
6732792444118452940-2,394
7594195517318081873-459,395
7786645472858877639-19,396
1081281232578080964-3,397
1267832346780910166-781,398
1295142729580707670-6,399
133179485589015424-17,400
1557424274812462644-842,401
1647927366134835203-1,402
1651485153783268833-265,403
2344986333343760344-7,404
2714460989463643867-416,405
2751074043753126304-298,406
3067818853815425054-137,407
3532756287760286087-163,408
3659757899353940460-500,409
3749080772401939232-254,410
3778388302060043367-402,411
3795498541234027150-570,412
4745576918103751864-9,413
4851722224367186948-283,414
4923087276468981034-411,415
5704410104703014296-592,416
5973354308191972165-71,417
641441925325054360-41,418
7141387053939375443-556,419
7141748127537667013-35,420
7519279261855748696-168,421
7541486557753884971-214,422
7697918341942809438-26,423
7904647852483366995-204,424
848366938515962267-21,425
8556928190748916013-1,426
8796762626299478585-66,427
8798256128159116932-74,428
8905047930174370767-144,429
1131147194445855127-171,430
119779853345033854-61,431
1305236675660614494-78,432
1614353628256868382-1,433
162275750038622594-266,434
1648322799418267816-65,435
1739040243998812660-67,436
2215406384014852650-202,437
2590452587632990740-506,438
2624035649945406368-235,439
2893373113519164961-78,440
2950007793504881703-142,441
353463290139705433-49,442
3576557360652012975-224,443
387970869858506185-32,444
40177599473365243-52,445
4147476724620986130-27,446
4767199157842431938-71,447
4805192743505288043-15,448
55826394424916138-61,449
5782843929915117253-2,450
5811843360117091016-25,451
5914606938071290108-42,452
604351743154539953-3,453
6137054113345448314-6,454
6326739960950916798-794,455
6326739960950916798-795,456
6482697056811218595-99,457
6596028260015885885-42,458
721287879960257856-61,459
7247554762842023780-49,460
7282609083326804346-127,461
7571184981007361894-15,462
7610766755368895238-1,463
821929933055072138-2,464
8377323249818531211-3,465
8628818908127147267-2,466
8737574016961960083-338,467
8836932617900869793-37,468
909632112939140372-131,469
1858786367456985814-283,470
2207288230135316866-1,471
2491086367427530538-996,472
2491086367427530538-999,473
2522031061443105585-99,474
2701779480037314206-45,475
2979514343409672810-3,476
3047602202255041677-2,477
3107566014482948356-94,478
3324010633675867452-17,479
3344652611576759343-1,480
3466406224224687964-1,481
3690487836425604964-12,482
3751023437659053200-160,483
3905373876388865583-9,484
4052816976938136016-12,485
4545261872510489097-1,486
4701234748022373776-32,487
4741721476227427550-359,488
480651629836979151-39,489
4986735831326802283-915,490
5437368915382075835-34,491
572755330906947958-4,492
5972186768590308693-1,493
6948102380183984542-45,494
7198056041992636872-51,495
7857562503977818622-65,496
7857562503977818622-66,497
7913602425470085516-600,498
8006236782612191360-407,499
8256286024798531733-32,500
8290891916360141767-307,501
87673100192504881-53,502
1160210885958679015-3,503
1556009031571457242-2,504
1651099538785387075-1,505
1682936310283199207-11,506
1730377612766509831-982,507
178805112152815072-44,508
2050308193373764197-1,509
2310958681844415854-128,510
3229492714279681039-1667,511
3280837115513497258-468,512
3746588450118253080-1,513
3853681252034200345-218,514
4525765182000914818-186,515
4582138710793087476-118,516
5127738581196454913-263,517
5127738581196454913-261,518
518384738519779240-536,519
5227382823180052960-212,520
5547482986174646471-44,521
5846850560490055467-18,522
6722641538022441876-1,523
6795945475717213528-246,524
6951235210929170140-69,525
6956628397016023370-253,526
7303572535222279988-212,527
7336522991756196205-2,528
7344147593720528204-402,529
7450286719681213437-18,530
7501370837366554392-108,531
7555386149853962573-329,532
8016740249692592255-65,533
8048117356649819244-123,534
8236038032874880977-1,535
8236415925572422818-2,536
8236440948008526064-326,537
843828545369063504-2,538
8527376320373654330-226,539
8914920930262462293-891,540
902948529681284949-1,541
947242132264420460-16,542
2078013421077356326-234,543
2112184150824620902-2,544
289415243166783950-293,545
299422164788823411-1,546
3091916407799902657-1,547
3200148634348997122-783,548
3252951709732583417-3,549
3475402424068168821-2,550
3831182108820933007-3,551
413924648561403901-62,552
452531808951407534-1,553
4682048879989343572-414,554
4734349478459172422-2,555
5548994466774603676-11,556
5761789343092084080-9,557
584926722766239194-1,558
6110374296207201484-4,559
6196884120187885258-10,560
66296532551785277-130,561
6771774104167469565-18,562
7218134344129590686-681,563
7553594328207619747-1215,564
7568903219508471597-1,565
7779627865592791660-457,566
7909179923417596010-155,567
8222375960949640383-1,568
8581395163440257574-1,569
8900223440659494306-1,570
8910995257265183722-352,571
1072926864034488724-417,572
13111752117891165535-15,573
1490584280082578487-14,574
1773660807136948564-183,575
2154814359784030022-153,576
2339382161227257341-46,577
2587616002309713982-483,578
26219681637321176-1,579
266587371707385183-20,580
3754430240082747620-2,581
4705446620589871067-28,582
5056075578702945279-1,583
5171510345266222544-13,584
5339830199443377954-335,585
5479467175487039051-337,586
5824094251819808253-2,587
586341772756228865-2,588
5913076516547703884-164,589
6268400105918212420-171,590
683792600656642816-126,591
7034115684472085035-12,592
7034115684472085035-11,593
7489552212656250565-1,594
7626003504038741274-1,595
7756127625683374901-106,596
8101250946754001277-89,597
8262122808060629306-17,598
8730598307213955732-1,599
8802501510034847535-200,600
8853803915137920031-818,601
9010906126560566602-10,602
1012414335303532764-240,603
1508304176968139428-356,604
1930044603628764430-690,605
2406414746549514513-90,606
254280821547688151-95,607
258913901562738657-2,608
2901014435865331447-56,609
3292600571476691960-2,610
3357460538941872525-847,611
3397875150524068052-1,612
3458016306205476631-48,613
3788972398596075410-2,614
3872877092927841502-356,615
4370736275864549763-11,616
4540790356237484225-73,617
5008972620785219393-624,618
5051197075565678727-369,619
5244689432576180885-58,620
5345670831036762415-2,621
5584239866144397188-1,622
5769682848745093882-1,623
6739140762251439392-16,624
6876285703735439279-3,625
7011199929415228788-8,626
709515816958170273-244,627
714925302523315269-72,628
7466841271703496803-1,629
7796430628105757256-109,630
7921375075014106878-2121,631
803014166938477367-26,632
8309700411317786820-701,633
8399052786386184928-46,634
8785652984689540241-403,635
8986841158340707775-352,636
9008708628009899080-14,637
964847134491667017-67,638
1244353199390908213-7,639
1721313573939068530-70,640
1768007423301091466-1,641
3419059466801506820-979,642
3534336161397029804-274,643
3903047928273396212-23,644
3910068919901871398-89,645
4217467743686688867-1,646
4223273744893734652-245,647
4558303390361587603-367,648
4797011217356775683-1,649
5010471499976425943-35,650
503977433996563170-388,651
529090425636294835-2,652
5342337373773241360-3,653
538498804746749515-187,654
551538394331375214-2,655
595806888538962822-7,656
5979789766892366919-1621,657
615870789603328133-116,658
6539779418449183955-11,659
6820211963626714333-110,660
6855202748639563963-112,661
6949695997665291025-505,662
6961187229982027583-11,663
7101511705693103931-1,664
7421861384858392320-339,665
7959124088094263680-1,666
8194477055985667950-1,667
8350484123711409935-624,668
8657541437444499718-321,669
1119356925079590710-751,670
1319057768888217979-969,671
1695427995017140731-376,672
240724126642673242-68,673
2717241194807500344-10,674
2743782104128465465-323,675
2743782104128465465-327,676
3352038220156823034-44,677
3495072734325277270-5,678
3575868044195686361-43,679
3734449094421466876-369,680
3756672346155188808-3,681
3768772153782379200-100,682
3893135654855906130-4,683
4073457112291189187-148,684
4314908117680862120-343,685
4536577036265461700-456,686
4822144803332246423-1,687
4836531036808388831-1,688
5117207334285496568-3,689
5441228781016407671-1,690
5491990307991972157-63,691
5505490107468171948-84,692
554196635456846012-105,693
5921210888359310986-118,694
6122799172703880990-281,695
6247121162923535189-382,696
6412534539759138954-280,697
6838981387299486919-290,698
7209459240448917949-3,699
7911964921952789203-735,700
8682546011239887178-4,701
8745370168611979276-383,702
8839050371779603429-10,703
9170178185503378748-39,704
11650833429916520258-35,705
13193566018952110864-17,706
156658955104058976-67,707
2242009609044468820-3,708
2905767147857877444-363,709
2927258142039107593-2,710
3048861005577145700-391,711
318332467655781656-463,712
3307854761988763574-147,713
3371120184329585043-1,714
3591773128405112481-455,715
4819321815817286342-6,716
4930408013810348017-2050,717
5338484861124292141-1,718
5639240311095135572-32,719
6350098213661155028-2,720
693453597007249262-226,721
7176932989235975433-497,722
7411836085105064698-2,723
7423292626892560305-7,724
7619169751509357602-1,725
7805290535756468081-139,726
7877739057745072876-1,727
7899176360505017399-16,728
8209592776772101953-2,729
8210897811171681861-4,730
8325096017995564311-139,731
8431839123660549710-218,732
8458331173442407111-7,733
8543195135872705863-10,734
8699058025897239353-1,735
8737481322961339212-154,736
9127001811279416978-74,737
9135069237337751307-1,738
919007433831704131-699,739
944307368228641982-2,740
968300292469387950-219,741
1125833671368883148-1,742
1245305114489366802-1,743
1835964255579093605-4,744
1859455781068189204-1,745
2709887261575766528-77,746
3304330286071493815-177,747
3313614549348727087-120,748
3534607440141425418-15,749
3592324310176964931-3,750
4005907305477260280-1,751
4128769384735870914-465,752
4158254623009544277-5,753
4244346400628226891-22,754
44936706687145793-623,755
4912512134961183703-1254,756
507421546824745413-252,757
553905453767809600-1590,758
5547906547354242810-1,759
6478936619675926146-6,760
6718829677206591053-136,761
6782664887087397322-236,762
6806371594685896354-244,763
6852284129366170404-173,764
6900331825470160225-349,765
7386560988543330283-50,766
7431079441228512068-110,767
7433946177312995752-1,768
7823326159955031564-230,769
7823326159955031564-229,770
7914629734436992459-3,771
8156056851241061448-1,772
8406744462991897114-2,773
1483020559203584477-31,774
180100272332510200-12,775
1928590009880774801-1522,776
2277110160551655703-1,777
2409938157388910269-98,778
2597102111912211633-50,779
2873298964656209607-15,780
2894408011661281013-2,781
2941116442428584040-5,782
3164249090196137447-55,783
3164249090196137447-56,784
3187002899197313699-304,785
3307919521485007998-2615,786
3349786678043364563-3,787
4429481283764790122-8,788
4593712311890084503-2668,789
4822058100827480292-1,790
4951509720792785343-79,791
4981423240293168042-360,792
5083349677590745264-5,793
5287904525875915618-665,794
5429939966285018289-1,795
6251540048630175457-25,796
642943441630416250-74,797
6450509953424885408-12,798
6460505428859486692-1170,799
6557278279074189111-676,800
6702183264466835908-3,801
7243664110894562457-1,802
7381187855600020544-262,803
7511156920298660843-197,804
7524100654703592430-19,805
7609567355655586605-2,806
8049717566962425002-260,807
8049717566962425002-267,808
8049717566962425002-263,809
8986011559811467484-1,810
1406391144275950401-35,811
1997835903608619103-2,812
208709066760382999-25,813
2179097327524729828-1,814
2182794130426726014-39,815
2923835912095062821-87,816
2951680842205723145-38,817
3057704566610238355-1,818
3791565321892053581-12,819
4033674251864993720-7,820
4681687454208625509-14,821
4882019215828618671-2,822
5193210096290426259-47,823
5350610378434622897-1,824
5380315643559747175-22,825
582862205001473885-2,826
5857579375847812130-581,827
6614249298049433626-1,828
734510434994940091-183,829
7405441901003622572-1,830
8361715085242220963-580,831
8848200069415978418-147,832
8848586968693772611-112,833
8891781282939196141-13,834
8973327447491435952-221,835
9027122832143507225-115,836
9119193698153561427-393,837
9138380334979146554-114,838
9182137496135751746-455,839
1632481461147652880-1,840
1936549318737090873-329,841
2502491193634254981-1,842
2851937987764006111-1,843
3464949839469316293-1,844
4081735670346990932-3,845
4661905483386671894-139,846
5489172100782338834-1,847
5950582434550117300-6,848
5993200475906603206-1,849
6728656790043439054-3,850
7015416938761102884-1,851
7062917528991081259-388,852
7288329288259042736-400,853
8392909333934049721-155,854
8447545471187892026-2,855
8577443381211160335-1,856
8632420470093896268-1056,857
8652288559348010521-1,858
879964690763712357-561,859
8993849488576097074-40,860
9092675904310077168-103,861
9148716723506151340-22,862
1050428764449754570-513,863
1431815495233021424-49,864
1463404502882874334-1566,865
1463404502882874334-1567,866
1848241995084841134-314,867
2106015881976709852-309,868
3061268569130017431-523,869
3245867646509040737-3,870
3551755002581973940-1,871
4426458331158129467-4,872
4430564706444676656-32,873
4625162136960470950-1,874
4739538950003816333-2,875
5311963463788928851-24,876
543135312286943066-123,877
5784084750261571520-5,878
5950362871499223004-126,879
5982627348754666655-25,880
6221725141528893984-498,881
6338823817134936667-1,882
6521815378421132162-77,883
6577198766965438926-1,884
7142641403404445135-532,885
7468048724449387648-1,886
7651571882438248004-8,887
7831101395147384137-29,888
8175682931835321945-408,889
1409785744697651727-1,890
1608182314302532346-15,891
1969847499955607325-436,892
2149632610542065511-2,893
2835539467620441002-1,894
4930001344885024118-6,895
4943310593864758790-48,896
5002143949243717713-30,897
5337934216252070859-8,898
5837162634710704999-1,899
5972696456625272760-8,900
6120609671320128285-10,901
617022583872484630-1,902
6182730270212383994-36,903
6302666059427952572-4,904
6312125269606517508-27,905
6442460123852130791-2,906
6552952263525797627-25,907
6969893596842271764-40,908
7476927598671237048-5,909
7933425555005621134-2,910
8156153664097137254-4,911
8260116714735219534-1,912
8543166643086100003-3,913
8554977974940951192-19,914
8810185034746658443-110,915
9177940415473023821-115,916
1157160965206051391-1048,917
1157160965206051391-1050,918
1353801554538586910-622,919
176274710699219391-2,920
2776923523461316788-349,921
2950095625592049466-554,922
3095799431895115840-36,923
3125242721201393396-36,924
3464798635143345838-49,925
3542629919337476969-176,926
3663734618253348284-170,927
4180574142097217162-52,928
4260822290328827645-3,929
4882776117906041010-93,930
4958826012900605869-71,931
5098952812742235380-23,932
5973703759622067989-6,933
6074669000419893404-9,934
6599499465526953493-2,935
6750538497356746341-58,936
6764700769772732008-1,937
7005106418772091779-52,938
7373876073211849360-103,939
7497757451322458278-1,940
8187791372453424127-4,941
8198436783875743465-2,942
8596937834008705201-261,943
8683845487899357320-1,944
8854429069114927895-313,945
8935725399744692061-279,946
9005591031498954264-98,947
9005591031498954264-96,948
9025244806156167173-134,949
1107861848869637062-11,950
1180481306202942963-97,951
1524059319609555319-32,952
1734155401537880843-316,953
1968451137515557042-183,954
2291541864769655506-376,955
2460201068723438429-245,956
3217037429426739537-1,957
3358843359461682379-3316,958
3731687322960874995-106,959
3796681761813335637-29,960
3817531216656412835-75,961
4098138077436686142-1,962
4182919035324272493-325,963
4477018724805899315-13,964
4555446940776389163-1,965
4608617278675857985-811,966
4844620757962370701-1716,967
4980293011000091041-336,968
500458150711597125-1,969
5033764451950025529-78,970
5234630799523992282-666,971
5331140492640220602-21,972
5366139133315691900-217,973
5908612426451770409-1,974
6274285963508031330-1,975
6730321592382722556-1,976
6745841989274298960-227,977
680877713770315389-213,978
8300434088123997726-547,979
8470552786222801256-786,980
8556287381624049854-27,981
8669298824534153841-55,982
8706721072187005208-2,983
8826545321086999721-5,984
9010490399474219603-446,985
1129367317009156059-294,986
1192072576858117615-1,987
2004229610933726889-262,988
2168381766373297784-3,989
2478043535380479389-458,990
250471554880729637-613,991
2768580115726910798-1,992
287997972688189579-1,993
3123133192174978925-4,994
3144890577378421723-1,995
3285552414177226205-15,996
3308877148886827768-35,997
3316065665720595390-589,998
3530716680803200654-303,999
4263922483512907063-1653,1000
4263922483512907063-1656,1001
5987062104346077181-38,1002
741544500511162070-1,1003
7820604413469718776-180,1004
8469618729631571060-2877,1005
8583729207525314777-213,1006
8767400997210088447-1,1007
9141879371781539551-539,1008
1072138131964184314-45,1009
1112688193814569627-2,1010
1349521185950270297-121,1011
1790848433035605395-167,1012
1809146337989965309-78,1013
3237027147802492563-20,1014
3409445500351526071-112,1015
3798324608279318623-1,1016
3808126569756065594-20,1017
3867184715129533330-1,1018
3904459958902401552-1,1019
4404381842775625548-111,1020
4548027582341015999-1,1021
4806034767546575826-70,1022
49461330223596077-3,1023
5401327993582332373-269,1024
5401327993582332373-270,1025
6109215763057989983-1151,1026
6240895427460029026-1,1027
6450995916091242368-2,1028
6758779062137827783-4,1029
679730639616651980-254,1030
7268012280492278604-57,1031
7699707796972853353-311,1032
7946385661638775563-894,1033
8104328153458016414-7,1034
8238623650415819257-52,1035
94869158950406620-72,1036
1197200948198218895-2,1037
1197448664718718289-314,1038
1611840715807950419-555,1039
16716628097588191546-84,1040
1685381576843698177-276,1041
1863362547742585389-31,1042
2055422116426260632-281,1043
2513350056367792187-23,1044
2902300026916985120-233,1045
330938737872056866-230,1046
3422409919251156724-448,1047
3532736006926960880-1,1048
4003306616879434594-3,1049
4074262135194208638-14,1050
4595913723191206574-13,1051
4768623948841454208-1,1052
4794380966499524435-7,1053
5035487811883158060-10,1054
5148975875856556710-559,1055
5227288651752100942-1,1056
5394775415453204145-246,1057
5456924421096361568-68,1058
5522001830057933377-184,1059
5754160742446847825-29,1060
6903044208988095870-197,1061
6911722276264184880-561,1062
7094921507874058446-1,1063
7335186191775253744-1,1064
7338940993919353397-1,1065
7407758799636611791-1,1066
7914008471715828685-10,1067
817055484478318809-1,1068
8224712805402044698-524,1069
8250833172943861723-420,1070
8483447798553583425-372,1071
8627390238795611324-16,1072
8713591684125768138-2,1073
8915858955534709348-158,1074
9013306918782371838-26,1075
9206113115970805649-1591,1076
1067653576200155184-1055,1077
1267751691607869280-3,1078
16814437950233272084-4,1079
170357444034588339-391,1080
1930105931491336296-266,1081
1945514504634574258-1,1082
2242529038069481391-64,1083
2661341649980919899-243,1084
2681102558279615275-428,1085
2730319773960058496-1,1086
2951507639051838416-314,1087
3097538824775382276-111,1088
3251741800265478088-1,1089
3303639775583243777-414,1090
3344145371610677876-687,1091
3603297083993387919-125,1092
3865087492709179686-16,1093
3916401544115414191-301,1094
3923459348030460538-24,1095
4005963522304181129-1,1096
4157784044879753720-2622,1097
4157784044879753720-2620,1098
438520916841030346-505,1099
5548479083640894860-1,1100
6071515712617790433-623,1101
6334360293847415360-1,1102
640294434668472945-60,1103
6498650936173812606-34,1104
6498650936173812606-33,1105
659683463226604681-472,1106
6717853843476378990-263,1107
6845930562804654739-294,1108
7173564270238602911-70,1109
7614668419594792051-32,1110
769994763239792077-565,1111
778612628076183515-1,1112
7841890546206884230-31,1113
8090134519148616607-287,1114
8126505036701763307-6,1115
8162652572284758361-16,1116
8323719094431788133-25,1117
8470383001883872692-673,1118
8662750760378660263-1,1119
984769211445230197-46,1120
1114438126698062444-8,1121
1293858989609141026-79,1122
1372529772434650517-58,1123
140179607902159374-94,1124
1622206383252149958-1,1125
1917946462475400228-15,1126
2363044510449748530-25,1127
2373666875062891970-475,1128
2608216791412057319-741,1129
2699288106946732518-159,1130
2714779740450007277-1832,1131
2772162947363049084-390,1132
293309099077136211-521,1133
3208753919215546971-745,1134
3427087125759466692-2,1135
3688674106096313966-40,1136
4458695561096441379-182,1137
455207796902489963-117,1138
5272739404418606495-5,1139
5374431765960723490-254,1140
5653906752536404375-1,1141
5773902499376469321-313,1142
5899992225176545615-197,1143
6495052019842448661-39,1144
656122583138822671-63,1145
7084742005885431893-6,1146
709096907312256399-12,1147
7363596558614628933-9,1148
7731917758333851563-64,1149
8013482955122827999-115,1150
8451740558970604471-75,1151
8474183137476337375-1467,1152
8591215107940968934-79,1153
8663700291747106425-54,1154
9021461012977316501-2,1155
9203516924229983362-176,1156
9222208402869553867-118,1157
1320260698994480292-719,1158
1376766272338053989-99,1159
