299907267,0
299823332,1
299825001,2
98004211,3
299582378,4
299800704,5
299800661,6
299861625,7
299918253,8
299975649,9
299912151,10
34367255,11
298846345,12
299913879,13
299809756,14
299821418,15
299850426,16
299777082,17
299777664,18
299293352,19
299121582,20
299446010,21
299696743,22
299912041,23
299696341,24
299946732,25
299120900,26
299911496,27
299180968,28
299982579,29
299902870,30
299925086,31
299777135,32
298473162,33
299814842,34
299824059,35
299779564,36
299844359,37
299939897,38
299918278,39
299836800,40
299434632,41
299928807,42
295211205,43
299566326,44
299775313,45
299783950,46
299831571,47
298326769,48
299950903,49
298326616,50
298972803,51
299828023,52
288236072,53
299785089,54
299798977,55
299813480,56
299954138,57
299772450,58
299949869,59
1086650,60
276821433,61
282070217,62
272499389,63
299777722,64
299804373,65
293842358,66
248555285,67
193141714,68
299930032,69
299298166,70
299808560,71
267553913,72
299972194,73
299408322,74
299927090,75
299128961,76
299928224,77
299669628,78
299898026,79
299941050,80
299830996,81
299936493,82
299947212,83
299798467,84
181585672,85
299900770,86
299961775,87
299437612,88
299443119,89
299827911,90
299945076,91
299833903,92
299918857,93
299823274,94
299449943,95
299149099,96
295817517,97
299155955,98
299765217,99
299496976,100
298839445,101
299056955,102
299817990,103
299949290,104
280053857,105
137570478,106
299818044,107
161133851,108
192896823,109
299407839,110
299435706,111
299814183,112
299964154,113
299963428,114
299792812,115
299451483,116
298839391,117
272595271,118
289234546,119
2493312,120
299469711,121
804660,122
254619647,123
299992213,124
299809186,125
299974496,126
299450941,127
299575786,128
296762118,129
299934703,130
299921761,131
256104818,132
299181999,133
299683929,134
288988864,135
299126045,136
299809746,137
299898438,138
299698969,139
299824001,140
299838010,141
299996869,142
299425707,143
299820374,144
186261173,145
266727121,146
255478055,147
299124783,148
193658513,149
299900347,150
298888038,151
258120837,152
299986548,153
299965875,154
298327836,155
299792293,156
298275397,157
299789055,158
299010086,159
299179191,160
299915364,161
299694523,162
299787238,163
298896175,164
294607300,165
299031323,166
299959624,167
299667829,168
299912085,169
289797107,170
298862064,171
296710308,172
299170525,173
297393989,174
85839305,175
299835130,176
299788195,177
260526250,178
791298,179
238965206,180
299422537,181
299958897,182
299781837,183
299585706,184
298972312,185
299126648,186
294663439,187
299027981,188
295210482,189
297930555,190
299284989,191
299768570,192
175940204,193
178890709,194
180389360,195
232547894,196
299906704,197
299183269,198
299148916,199
299931215,200
223256077,201
291822393,202
299222010,203
299777707,204
299792230,205
299164260,206
299945652,207
109249612,208
295044773,209
288655644,210
299780039,211
288406498,212
299814194,213
299807267,214
299469182,215
289563220,216
299440739,217
299004411,218
299844825,219
234518524,220
82062612,221
231360313,222
299854766,223
299768605,224
250667717,225
299038169,226
299905657,227
298087724,228
298343375,229
299326744,230
298829212,231
299609729,232
293052725,233
295377064,234
299924482,235
299438741,236
75479894,237
284209759,238
